time(ms),power(W)
1746249960000,3828708
1746250080000,2817504
1746250200000,3934501
1746250320000,3771339
1746250440000,3788577
1746250560000,3651122
1746250680000,2498647
1746250800000,3529496
1746250920000,2731768
1746251040000,3449048
1746251160000,2838146
1746251280000,3810462
1746251400000,3803157
1746251520000,3749095
1746251640000,3631691
1746251760000,2631603
1746251880000,3651751
1746252000000,3676804
1746252120000,3592648
1746252240000,2509441
1746252360000,2931248
1746252480000,3574424
1746252600000,3662603
1746252720000,3630776
1746252840000,3545689
1746252960000,3527035
1746253080000,2400880
1746253200000,3477545
1746253320000,2766783
1746253440000,3505359
1746253560000,2685548
1746253680000,3449309
1746253800000,2424758
1746253920000,3377310
1746254040000,3413929
1746254160000,3318454
1746254280000,3260979
1746254400000,3302438
1746254520000,3334994
1746254640000,3228170
1746254760000,3253475
1746254880000,3254766
1746255000000,3282903
1746255120000,2559615
1746255240000,2598158
1746255360000,3285306
1746255480000,3271906
1746255600000,3302899
1746255720000,3311149
1746255840000,2547248
1746255960000,3321982
1746256080000,3364959
1746256200000,2541065
1746256320000,2602142
1746256440000,3337564
1746256560000,3347972
1746256680000,3353655
1746256800000,3332727
1746256920000,2591864
1746257040000,3336542
1746257160000,3368512
1746257280000,3341372
1746257400000,3347802
1746257520000,3397125
1746257640000,3339299
1746257760000,3413067
1746257880000,3381900
1746258000000,3388254
1746258120000,3368498
1746258240000,3308477
1746258360000,3310583
1746258480000,3242181
1746258600000,3282241
1746258720000,3327723
1746258840000,3285027
1746258960000,3336108
1746259080000,3339691
1746259200000,3345565
1746259320000,2573286
1746259440000,3328949
1746259560000,2550097
1746259680000,3287970
1746259800000,3319954
1746259920000,3233774
1746260040000,3246717
1746260160000,3224081
1746260280000,3195189
1746260400000,2180611
1746260520000,3256628
1746260640000,3189181
1746260760000,2514778
1746260880000,3221443
1746261000000,3189303
1746261120000,3161298
1746261240000,3175528
1746261360000,2352709
1746261480000,3171017
1746261600000,3176125
1746261720000,3162838
1746261840000,3124893
1746261960000,2525026
1746262080000,3113800
1746262200000,3147509
1746262320000,3152861
1746262440000,2432027
1746262560000,3164056
1746262680000,2508390
1746262800000,3185793
1746262920000,3154826
1746263040000,2507534
1746263160000,3191672
1746263280000,3165950
1746263400000,3130818
1746263520000,2344137
1746263640000,3129667
1746263760000,3114096
1746263880000,3109427
1746264000000,2459940
1746264120000,3143663
1746264240000,3112713
1746264360000,3071307
1746264480000,3067194
1746264600000,3129426
1746264720000,3056065
1746264840000,2250425
1746264960000,3076400
1746265080000,2215895
1746265200000,2078332
1746265320000,3036668
1746265440000,2956397
1746265560000,2049675
1746265680000,3006282
1746265800000,2930485
1746265920000,2309443
1746266040000,3041114
1746266160000,3064779
1746266280000,3034315
1746266400000,3017654
1746266520000,3036517
1746266640000,3099138
1746266760000,3088584
1746266880000,3051947
1746267000000,3069984
1746267120000,2998479
1746267240000,3008321
1746267360000,2995553
1746267480000,2211699
1746267600000,3017002
1746267720000,2985942
1746267840000,3016376
1746267960000,2978606
1746268080000,3016434
1746268200000,2261722
1746268320000,2997027
1746268440000,2951140
1746268560000,3004256
1746268680000,2139949
1746268800000,3014677
1746268920000,3002025
1746269040000,2970886
1746269160000,2057758
1746269280000,2377039
1746269400000,2964068
1746269520000,3009917
1746269640000,3020641
1746269760000,3006678
1746269880000,2906742
1746270000000,2356856
1746270120000,2989933
1746270240000,3001327
1746270360000,3014304
1746270480000,2988859
1746270600000,2309974
1746270720000,2299344
1746270840000,1542963
1746270960000,2335781
1746271080000,3023105
1746271200000,3039822
1746271320000,3026931
1746271440000,3050201
1746271560000,3032075
1746271680000,2980022
1746271800000,2296592
1746271920000,3044768
1746272040000,2170263
1746272160000,3054729
1746272280000,3059026
1746272400000,3042875
1746272520000,3006029
1746272640000,2346172
1746272760000,2990607
1746272880000,2122075
1746273000000,2999912
1746273120000,3045361
1746273240000,3107567
1746273360000,2239607
1746273480000,3029728
1746273600000,2383717
1746273720000,3071820
1746273840000,3067170
1746273960000,3025909
1746274080000,2976831
1746274200000,3033766
1746274320000,3086225
1746274440000,3120059
1746274560000,3115022
1746274680000,3134745
1746274800000,3148767
1746274920000,3154454
1746275040000,2434855
1746275160000,3161850
1746275280000,2398391
1746275400000,3170774
1746275520000,3150351
1746275640000,2482772
1746275760000,3119609
1746275880000,3087306
1746276000000,3294208
1746276120000,3273899
1746276240000,3307669
1746276360000,3287716
1746276480000,3259638
1746276600000,2487205
1746276720000,3255743
1746276840000,3307108
1746276960000,3320928
1746277080000,4068137
1746277200000,3587266
1746277320000,3477744
1746277440000,3382970
1746277560000,3399132
1746277680000,3390923
1746277800000,3260947
1746277920000,3331524
1746278040000,2997746
1746278160000,3416554
1746278280000,3420576
1746278400000,2446942
1746278520000,3352285
1746278640000,3354732
1746278760000,3355921
1746278880000,3303327
1746279000000,3286357
1746279120000,3308887
1746279240000,3348869
1746279360000,3388304
1746279480000,3378102
1746279600000,2567770
1746279720000,3350444
1746279840000,3304809
1746279960000,3226567
1746280080000,3210619
1746280200000,3214679
1746280320000,3238740
1746280440000,3266166
1746280560000,2548840
1746280680000,3218592
1746280800000,1570904
1746280920000,3169091
1746281040000,3175751
1746281160000,3184044
1746281280000,3170575
1746281400000,1605670
1746281520000,3062515
1746281640000,1615114
1746281760000,3261789
1746281880000,2394317
1746282000000,2489925
1746282120000,3412217
1746282240000,1679420
1746282360000,3411478
1746282480000,3392745
1746282600000,3399721
1746282720000,3368560
1746282840000,3362764
1746282960000,3416824
1746283080000,3403855
1746283200000,3402355
1746283320000,3404030
1746283440000,3362567
1746283560000,3198349
1746283680000,3260143
1746283800000,3233195
1746283920000,3319642
1746284040000,3332208
1746284160000,3335844
1746284280000,3335492
1746284400000,3325523
1746284520000,3320128
1746284640000,3401021
1746284760000,2459581
1746284880000,3359075
1746285000000,3335624
1746285120000,3313207
1746285240000,3311004
1746285360000,3309703
1746285480000,3375266
1746285600000,3318062
1746285720000,3304281
1746285840000,3364397
1746285960000,3337565
1746286080000,3320473
1746286200000,3308989
1746286320000,3319332
1746286440000,2534814
1746286560000,3290450
1746286680000,3270645
1746286800000,3266363
1746286920000,3254698
1746287040000,3291218
1746287160000,3489735
1746287280000,3623889
1746287400000,3660353
1746287520000,3695253
1746287640000,3793787
1746287760000,2892216
1746287880000,3742760
1746288000000,3855773
1746288120000,3931789
1746288240000,3094524
1746288360000,3974154
1746288480000,3985430
1746288600000,3947048
1746288720000,3986158
1746288840000,3993341
1746288960000,3870840
1746289080000,3949919
1746289200000,2964984
1746289320000,3162777
1746289440000,3993466
1746289560000,3963356
1746289680000,3956846
1746289800000,2985726
1746289920000,3911211
1746290040000,2532195
1746290160000,3932607
1746290280000,3952440
1746290400000,3916278
1746290520000,3953555
1746290640000,3965513
1746290760000,3869958
1746290880000,3857280
1746291000000,3902859
1746291120000,2923923
1746291240000,3928544
1746291360000,3942168
1746291480000,3937950
1746291600000,3933924
1746291720000,3952422
1746291840000,2587320
1746291960000,3910825
1746292080000,1631031
1746292200000,3068151
1746292320000,3904231
1746292440000,3954335
1746292560000,3898303
1746292680000,3871473
1746292800000,3832547
1746292920000,3892355
1746293040000,3123875
1746293160000,3173887
1746293280000,3874089
1746293400000,3830557
1746293520000,3802691
1746293640000,3855847
1746293760000,3986258
1746293880000,4015821
1746294000000,4008369
1746294120000,3020223
1746294240000,3102477
1746294360000,3961680
1746294480000,3921602
1746294600000,3035905
1746294720000,3899305
1746294840000,3958007
1746294960000,4001726
1746295080000,3985966
1746295200000,3893098
1746295320000,3903940
1746295440000,3938962
1746295560000,2616397
1746295680000,3941177
1746295800000,3945297
1746295920000,3143322
1746296040000,3998291
1746296160000,2973739
1746296280000,3965884
1746296400000,3920738
1746296520000,3910160
1746296640000,3886022
1746296760000,3875935
1746296880000,3922203
1746297000000,3914623
1746297120000,2194025
1746297240000,3894205
1746297360000,3938312
1746297480000,3923422
1746297600000,3879551
1746297720000,3878656
1746297840000,3887718
1746297960000,3877416
1746298080000,3742628
1746298200000,3729215
1746298320000,3694193
1746298440000,3717985
1746298560000,3720468
1746298680000,3742158
1746298800000,3687585
1746298920000,3721284
1746299040000,3784748
1746299160000,3754239
1746299280000,3816519
1746299400000,2466744
1746299520000,3774111
1746299640000,3760822
1746299760000,3749750
1746299880000,3780775
1746300000000,1943531
1746300120000,3747761
1746300240000,3761956
1746300360000,3789091
1746300480000,2899908
1746300600000,3907366
1746300720000,2954938
1746300840000,3900304
1746300960000,3757319
1746301080000,2413909
1746301200000,3831676
1746301320000,3770888
1746301440000,3828348
1746301560000,3772840
1746301680000,2838465
1746301800000,2524007
1746301920000,3810066
1746302040000,3817098
1746302160000,3867071
1746302280000,3816996
1746302400000,3790368
1746302520000,2834827
1746302640000,3781968
1746302760000,3880356
1746302880000,3812471
1746303000000,3885765
1746303120000,3870821
1746303240000,3773961
1746303360000,3752571
1746303480000,3745304
1746303600000,3762340
1746303720000,2812495
1746303840000,3713097
1746303960000,3729349
1746304080000,3728328
1746304200000,916946
1746304320000,2835287
1746304440000,3707959
1746304560000,3791048
1746304680000,3754282
1746304800000,3750130
1746304920000,3771024
1746305040000,3750319
1746305160000,3715601
1746305280000,3770457
1746305400000,3634661
1746305520000,3583359
1746305640000,3643189
1746305760000,3733403
1746305880000,3796248
1746306000000,3752544
1746306120000,2995137
1746306240000,3724893
1746306360000,2361526
1746306480000,3685170
1746306600000,3748282
1746306720000,3745054
1746306840000,2393683
1746306960000,3690596
1746307080000,3640312
1746307200000,2986222
1746307320000,3573560
1746307440000,3580473
1746307560000,3572546
1746307680000,3605441
1746307800000,3615725
1746307920000,3601074
1746308040000,3582848
1746308160000,3720022
1746308280000,3736417
1746308400000,2814615
1746308520000,1426209
1746308640000,2993003
1746308760000,3658391
1746308880000,3680011
1746309000000,3657811
1746309120000,3633069
1746309240000,3588481
1746309360000,2977999
1746309480000,3584279
1746309600000,3575118
1746309720000,3542009
1746309840000,3538476
1746309960000,3516187
1746310080000,3503860
1746310200000,2806982
1746310320000,3473077
1746310440000,3448351
1746310560000,3424946
1746310680000,2042269
1746310800000,3647834
1746310920000,3457096
1746311040000,2417539
1746311160000,2961865
1746311280000,3973005
1746311400000,4169515
1746311520000,3200591
1746311640000,4113657
1746311760000,4214046
1746311880000,4167980
1746312000000,4083571
1746312120000,4127093
1746312240000,4157537
1746312360000,4237420
1746312480000,4320013
1746312600000,4236363
1746312720000,4307225
1746312840000,3230360
1746312960000,3344925
1746313080000,4340244
1746313200000,2939440
1746313320000,4262976
1746313440000,4161815
1746313560000,4086979
1746313680000,4130935
1746313800000,4262744
1746313920000,3383384
1746314040000,4316737
1746314160000,4253829
1746314280000,4267101
1746314400000,4395970
1746314520000,3390036
1746314640000,3371427
1746314760000,4239894
1746314880000,3289510
1746315000000,4356944
1746315120000,3360441
1746315240000,4350791
1746315360000,4317115
1746315480000,2230607
1746315600000,3394150
1746315720000,4337388
1746315840000,4331566
1746315960000,4283709
1746316080000,4330923
1746316200000,4218531
1746316320000,4201046
1746316440000,4137695
1746316560000,4114344
1746316680000,4358976
1746316800000,4240476
1746316920000,4305895
1746317040000,4368140
1746317160000,4301682
1746317280000,4332981
1746317400000,4360499
1746317520000,4305190
1746317640000,4339173
1746317760000,4326172
1746317880000,4333170
1746318000000,3296897
1746318120000,4325875
1746318240000,4365114
1746318360000,4380647
1746318480000,4393081
1746318600000,4318589
1746318720000,4329465
1746318840000,3368033
1746318960000,4237694
1746319080000,4225081
1746319200000,4227513
1746319320000,4124799
1746319440000,3119963
1746319560000,4074927
1746319680000,4174578
1746319800000,4289061
1746319920000,4361865
1746320040000,4312609
1746320160000,4367502
1746320280000,4315056
1746320400000,4321554
1746320520000,3439613
1746320640000,4328317
1746320760000,4273810
1746320880000,3445641
1746321000000,4345794
1746321120000,1916256
1746321240000,4233137
1746321360000,4202542
1746321480000,4235785
1746321600000,4199539
1746321720000,4151047
1746321840000,4205855
1746321960000,4253076
1746322080000,2805995
1746322200000,3201527
1746322320000,4342590
1746322440000,3325494
1746322560000,4342417
1746322680000,4364764
1746322800000,4314212
1746322920000,3241870
1746323040000,3402503
1746323160000,4288077
1746323280000,4296230
1746323400000,4342834
1746323520000,4349835
1746323640000,4379462
1746323760000,4311629
1746323880000,4297950
1746324000000,4363695
1746324120000,4354799
1746324240000,4366972
1746324360000,4342474
1746324480000,3381603
1746324600000,3288925
1746324720000,4198470
1746324840000,4164284
1746324960000,4175798
1746325080000,4263042
1746325200000,4343589
1746325320000,4338539
1746325440000,4296514
1746325560000,4349017
1746325680000,4289668
1746325800000,4319031
1746325920000,3358483
1746326040000,4342165
1746326160000,4324119
1746326280000,4338044
1746326400000,4352772
1746326520000,4365940
1746326640000,4299303
1746326760000,4316025
1746326880000,4312785
1746327000000,4366977
1746327120000,4342728
1746327240000,4281454
1746327360000,2273035
1746327480000,4141060
1746327600000,3780667
1746327720000,2989832
1746327840000,3943040
1746327960000,4030659
1746328080000,4080388
